canonical_product_id,product_code,base_name,size_variant,category,subcategory,is_breakfast,is_drink,us_active
7081d94106e256e9,3673Main,mexican mocha hot coffee,,new,New,0,0,1
002583e4d2a12387,3672Main,cinnabon caramel hot coffee,,new,New,0,0,1
3ff93c1b79825784,3666Main,vanilla crema hot coffee,,new,New,0,0,1
3cf689558002f3b7,3682Main,beekeeper coffee horchata,,new,New,0,0,1
6fffd49fb9aa44d9,3681Main,beekeeper coffee,,new,New,0,0,1
c505be4f7ea7282d,3679Main,celsius energy peach vibe,,new,New,0,0,1
b002be499b906a37,3680Main,gatorade cool blue,,new,New,0,0,1
89a49caa0074bd94,1438Main,gatorade lemon lime,,new,New,0,0,1
3d98e11e59a59b91,29090,frank s redhot diablo chicken nacho fries,,new,New,0,0,1
d9f3a5ea42a5b57d,76156,nacho fries,,specialties,Specialties,0,0,1
65b63b89d8c4de1f,76048,nacho fries,,specialties,Specialties,0,0,1
91f7774986309713,76155,seasoned fries,,sides-sweets,Sides & sweets,0,0,1
53b6158d5495ef13,3675Main,rockstar energy original can,,new,New,0,0,1
035b50299e3d8536,23786,buffs,,new,New,0,0,1
f981da74395e2a17,24587,discovery luxe,,new,New,0,0,1
49e1c805c48b4a23,23778,chips green chile queso,,new,New,0,0,1
6829ca0ee1f2c3fd,3058,mike s hot honey diablo dip sauce,,sides-sweets,Sides & sweets,0,0,1
5a88ad6fce16b0ae,3701,hidden valley fire ranch dip sauce,,sides-sweets,Sides & sweets,0,0,1
652d56931eba815f,3633,jalape o honey mustard dip sauce,,sides-sweets,Sides & sweets,0,0,1
68bb8c48def03280,91264,breakfast crunchwrap bacon,,breakfast,Breakfast,1,0,1
07c220325ebad69e,91263,breakfast crunchwrap sausage,,breakfast,Breakfast,1,0,1
13e230098af58a6f,91304,breakfast crunchwrap,,breakfast,Breakfast,1,0,1
be15d8872469475a,91268,cantina chicken burrito,,cantina-chicken-menu,Cantina chicken menu,0,0,1
f0876a996de16403,91266,cantina chicken soft taco,,cantina-chicken-menu,Cantina chicken menu,0,0,1
